Institutions,Discipline,Cluster
UNIV LILLE NORD FRANCE COMUE,merged_all,1
SOUTH CHINA AGRICULTURAL UNIVERSITY,merged_all,1
ENTHOUGHT,merged_all,3
FRANCE IX SERV,merged_all,3
MERCARI JP,merged_all,3
QUANSIGHT,merged_all,3
MISSOURI UNIVERSITY OF SCIENCE & TECHNOLOGY,merged_all,1
UNIVERSIDADE ESTADUAL DE CAMPINAS,merged_all,1
UNIVERSITY OF NEBRASKA SYSTEM,merged_all,1
MENOFIA UNIVERSITY,merged_all,1
SHANGHAITECH UNIVERSITY,merged_all,1
UNIVERSITI SAINS MALAYSIA,merged_all,1
TECHNISCHE UNIVERSITAT DRESDEN,merged_all,1
INDIAN INSTITUTE OF TECHNOLOGY (IIT) - ROORKEE,merged_all,1
HARVARD MEDICAL SCHOOL,merged_all,1
UNIVERSITY OF STUTTGART,merged_all,1
UNITED STATES DEPARTMENT OF DEFENSE,merged_all,1
HUNAN UNIVERSITY OF SCIENCE & TECHNOLOGY,merged_all,1
INDIAN INSTITUTE OF TECHNOLOGY (IIT) - DELHI,merged_all,1
IWATE PREFECTURAL UNIVERSITY,merged_all,1
SOUTHWESTERN UNIVERSITY OF FINANCE & ECONOMICS - CHINA,merged_all,1
GEORGIA STATE UNIVERSITY,merged_all,1
TORRENS UNIVERSITY AUSTRALIA,merged_all,1
SWANSEA UNIVERSITY,merged_all,1
UTRECHT UNIVERSITY,merged_all,1
UNIVERSITY OF ZURICH,merged_all,1
INDIANA UNIVERSITY SYSTEM,merged_all,1
BROWN UNIVERSITY,merged_all,1
NEWCASTLE UNIVERSITY - UK,merged_all,1
WUHAN UNIVERSITY OF SCIENCE & TECHNOLOGY,merged_all,1
MANSOURA UNIVERSITY,merged_all,1
FRAUNHOFER GESELLSCHAFT,merged_all,1
QUAID I AZAM UNIVERSITY,merged_all,1
STATE KEY LAB CRYPTOL,merged_all,1
KYUNGPOOK NATIONAL UNIVERSITY (KNU),merged_all,1
UNIVERSITE PARIS CITE,merged_all,1
UNIVERSITY OF NOTRE DAME,merged_all,1
YORK UNIVERSITY - CANADA,merged_all,1
UNIVERSIDAD CARLOS III DE MADRID,merged_all,1
SHANXI UNIVERSITY,merged_all,1
UNIVERSITY OF CALGARY,merged_all,1
UNIVERSITY OF TEXAS ARLINGTON,merged_all,1
UNIVERSIDADE DE AVEIRO,merged_all,1
"XI'AN INSTITUTE OF OPTICS & PRECISION MECHANICS, CAS",merged_all,1
TORONTO METROPOLITAN UNIVERSITY,merged_all,1
UNIVERSITY OF SOUTH FLORIDA,merged_all,1
UNIVERSITY OF ALABAMA SYSTEM,merged_all,1
UNIVERSITY OF CENTRAL FLORIDA,merged_all,1
INDIAN STATISTICAL INSTITUTE,merged_all,1
ZHEJIANG NORMAL UNIVERSITY,merged_all,1
RIKEN,merged_all,1
ANNA UNIVERSITY CHENNAI,merged_all,1
NATIONAL INSTITUTES OF HEALTH (NIH) - USA,merged_all,1
UNIVERSITY OF MANITOBA,merged_all,1
OKLAHOMA STATE UNIVERSITY SYSTEM,merged_all,1
UNIVERSITY OF SASKATCHEWAN,merged_all,1
INDIAN STATISTICAL INSTITUTE KOLKATA,merged_all,1
UNIVERSITY OF GRONINGEN,merged_all,1
YUNNAN UNIVERSITY,merged_all,1
SHANDONG UNIVERSITY OF FINANCE & ECONOMICS,merged_all,1
UNIVERSITI KEBANGSAAN MALAYSIA,merged_all,1
NATIONAL & KAPODISTRIAN UNIVERSITY OF ATHENS,merged_all,1
UNIVERSITY OF MISSOURI COLUMBIA,merged_all,1
NORTHWEST A&F UNIVERSITY - CHINA,merged_all,1
OKLAHOMA STATE UNIVERSITY - STILLWATER,merged_all,1
NATIONAL TAIWAN UNIVERSITY,merged_all,1
RUSSIAN ACADEMY OF SCIENCES,merged_all,1
UNIVERSITY OF TRENTO,merged_all,1
CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC),merged_all,1
UNIV TOWN SHENZHEN,merged_all,1
UNIVERSITY OF WESTERN AUSTRALIA,merged_all,1
XI'AN UNIVERSITY OF TECHNOLOGY,merged_all,1
TSINGHUA SHENZHEN INTERNATIONAL GRADUATE SCHOOL,merged_all,1
MIDDLE EAST TECHNICAL UNIVERSITY,merged_all,1
NEW YORK UNIVERSITY TANDON SCHOOL OF ENGINEERING,merged_all,1
LEBANESE AMERICAN UNIVERSITY,merged_all,1
INTEL USA,merged_all,1
UNIVERSIDAD DE MALAGA,merged_all,1
WASEDA UNIVERSITY,merged_all,1
ZHEJIANG GONGSHANG UNIVERSITY,merged_all,1
QUEENS UNIVERSITY - CANADA,merged_all,1
FACEBOOK INC,merged_all,1
BAUHAUS-UNIVERSITAT WEIMAR,merged_all,1
INDIANA UNIVERSITY BLOOMINGTON,merged_all,1
CHINA MOBILE,merged_all,1
JADAVPUR UNIVERSITY,merged_all,1
ELECTRONICS & TELECOMMUNICATIONS RESEARCH INSTITUTE - KOREA (ETRI),merged_all,1
UNIVERSIDAD DE CHILE,merged_all,1
UNIVERSITY OF GUELPH,merged_all,1
NATIONAL SUN YAT SEN UNIVERSITY,merged_all,1
UNIVERSITE DE LORRAINE,merged_all,1
TARBIAT MODARES UNIVERSITY,merged_all,1
UNIVERSITY OF HELSINKI,merged_all,1
UNIVERSITY OF SOUTH AUSTRALIA,merged_all,1
TEL AVIV UNIVERSITY,merged_all,1
WASHINGTON STATE UNIVERSITY,merged_all,1
PLA INFORMATION ENGINEERING UNIVERSITY,merged_all,1
KYOTO UNIVERSITY,merged_all,1
AARHUS UNIVERSITY,merged_all,1
NATIONAL TSING HUA UNIVERSITY,merged_all,1
CENTRAL CHINA NORMAL UNIVERSITY,merged_all,1
NINGBO UNIVERSITY,merged_all,1
LEIBNIZ ASSOCIATION,merged_all,1
TAIF UNIVERSITY,merged_all,1
UNIVERSITY OF NORTH CAROLINA CHARLOTTE,merged_all,1
AUBURN UNIVERSITY,merged_all,1
AUBURN UNIVERSITY SYSTEM,merged_all,1
UNIVERSITY OF NOTTINGHAM,merged_all,1
SUNY NEW PALTZ,merged_all,1
WAGENINGEN UNIVERSITY & RESEARCH,merged_all,1
UNIVERSITY OF LEEDS,merged_all,1
GUANGXI NORMAL UNIVERSITY,merged_all,1
XI'AN JIAOTONG-LIVERPOOL UNIVERSITY,merged_all,1
NATIONAL TECHNICAL UNIVERSITY OF ATHENS,merged_all,1
CALIFORNIA INSTITUTE OF TECHNOLOGY,merged_all,1
FLORIDA INTERNATIONAL UNIVERSITY,merged_all,1
SHENZHEN RESEARCH INSTITUTE OF BIG DATA,merged_all,1
IOWA STATE UNIVERSITY,merged_all,1
UNIVERSITY OF VIRGINIA,merged_all,1
PRINCE SATTAM BIN ABDULAZIZ UNIVERSITY,merged_all,1
LEIDEN UNIVERSITY,merged_all,1
LIAOCHENG UNIVERSITY,merged_all,1
HERIOT WATT UNIVERSITY,merged_all,1
UNIVERSITY OF COPENHAGEN,merged_all,1
SYSTEMS RESEARCH INSTITUTE OF THE POLISH ACADEMY OF SCIENCES,merged_all,1
NOKIA BELL LABS,merged_all,1
GRAZ UNIVERSITY OF TECHNOLOGY,merged_all,1
UNIVERSITY OF WINDSOR,merged_all,1
KARLSRUHE INSTITUTE OF TECHNOLOGY,merged_all,1
UNIVERSITY OF TENNESSEE SYSTEM,merged_all,1
UNIVERSITY OF UTAH,merged_all,1
UNIVERSITY OF TWENTE,merged_all,1
TAIYUAN UNIVERSITY OF SCIENCE & TECHNOLOGY,merged_all,1
GEORGE MASON UNIVERSITY,merged_all,1
BEIJING UNIVERSITY OF CHEMICAL TECHNOLOGY,merged_all,1
UNIVERSITY OF YORK - UK,merged_all,1
UNIVERSITY OF NEBRASKA LINCOLN,merged_all,1
OLD DOMINION UNIVERSITY,merged_all,1
UNIVERSITY OF DELAWARE,merged_all,1
NANJING NORMAL UNIVERSITY,merged_all,1
WASHINGTON UNIVERSITY (WUSTL),merged_all,1
INSTITUT NATIONAL POLYTECHNIQUE DE GRENOBLE,merged_all,1
UNIVERSITY OF MUNSTER,merged_all,1
RENMIN UNIVERSITY OF CHINA,merged_all,1
UNIVERSITY OF TABRIZ,merged_all,1
FONDAZIONE BRUNO KESSLER,merged_all,1
UNIVERSITE DE LILLE,merged_all,1
XIANGTAN UNIVERSITY,merged_all,1
INSTITUTO DE TELECOMUNICACOES,merged_all,1
UNIVERSITY OF BERN,merged_all,1
UNIV PARIS EST COMUE,merged_all,1
WAYNE STATE UNIVERSITY,merged_all,1
KUNMING UNIVERSITY OF SCIENCE & TECHNOLOGY,merged_all,1
XINJIANG UNIVERSITY,merged_all,1
ZHONGNAN UNIVERSITY OF ECONOMICS & LAW,merged_all,1
UNIV NANTES ANGERS LE MANS,merged_all,1
INTERNATIONAL INSTITUTE OF INFORMATION TECHNOLOGY HYDERABAD,merged_all,1
UNIVERSIDADE FEDERAL DE MINAS GERAIS,merged_all,1
UNIVERSITY OF IOWA,merged_all,1
ALIBABA GROUP,merged_all,1
LOUISIANA STATE UNIVERSITY SYSTEM,merged_all,1
HEBEI UNIVERSITY OF TECHNOLOGY,merged_all,1
HENAN POLYTECHNIC UNIVERSITY,merged_all,1
UNIVERSITE COTE D'AZUR,merged_all,1
VRIJE UNIVERSITEIT AMSTERDAM,merged_all,1
UNIVERSITY OF FREIBURG,merged_all,1
INDIAN INSTITUTE OF TECHNOLOGY (IIT) - MADRAS,merged_all,1
UNIVERSITE TOULOUSE III - PAUL SABATIER,merged_all,1
NATIONAL CENTRAL UNIVERSITY,merged_all,1
UNIVERSITY OF LJUBLJANA,merged_all,1
WESTERN SYDNEY UNIVERSITY,merged_all,1
HENAN UNIVERSITY,merged_all,1
INESC TEC,merged_all,1
LEIDEN UNIVERSITY - EXCL LUMC,merged_all,1
UNIVERSITY OF SOUTH CAROLINA COLUMBIA,merged_all,1
UNIVERSITY OF SOUTH CAROLINA SYSTEM,merged_all,1
INRAE,merged_all,1
SAINT FRANCIS XAVIER UNIVERSITY - CANADA,merged_all,1
BIRLA INSTITUTE OF TECHNOLOGY & SCIENCE PILANI (BITS PILANI),merged_all,1
UNIVERSITY OF GOTTINGEN,merged_all,1
UNIVERSITE DE SFAX,merged_all,1
TRINITY COLLEGE DUBLIN,merged_all,1
SUPSI,merged_all,7
"SHANMUGHA ARTS, SCIENCE, TECHNOLOGY & RESEARCH ACADEMY (SASTRA)",merged_all,1
"INTERNATIONAL ISLAMIC UNIVERSITY, PAKISTAN",merged_all,1
STATE KEY LABORATORY OF TRANSIENT OPTICS & PHOTONICS,merged_all,1
RESEARCH ORGANIZATION OF INFORMATION & SYSTEMS (ROIS),merged_all,1
CLEMSON UNIVERSITY,merged_all,1
UNIVERSITE DE BORDEAUX,merged_all,1
NATIONAL YUNLIN UNIVERSITY SCIENCE & TECHNOLOGY,merged_all,1
INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE LYON - INSA LYON,merged_all,1
SOUTH CHINA NORMAL UNIVERSITY,merged_all,1
BIRZEIT UNIVERSITY,merged_all,1
YALE UNIVERSITY,merged_all,1
HUNAN NORMAL UNIVERSITY,merged_all,1
"ACADEMY OF MATHEMATICS & SYSTEM SCIENCES, CAS",merged_all,1
UNIVERSITY OF COLORADO BOULDER,merged_all,1
UNIVERSITY OF KENT,merged_all,1
UNIVERSITY OF OKLAHOMA SYSTEM,merged_all,1
JIANGXI UNIVERSITY OF FINANCE & ECONOMICS,merged_all,1
DELHI TECHNOLOGICAL UNIVERSITY,merged_all,1
UNIVERSITY OF PORTSMOUTH,merged_all,1
LOUISIANA STATE UNIVERSITY,merged_all,1
UNIVERSITY OF MASSACHUSETTS AMHERST,merged_all,1
MICROSOFT RESEARCH ASIA,merged_all,1
UNIVERSITY OF BONN,merged_all,1
HUMBOLDT UNIVERSITY OF BERLIN,merged_all,1
UNIVERSITY OF CALIFORNIA RIVERSIDE,merged_all,1
GUANGXI UNIVERSITY,merged_all,1
BRAUNSCHWEIG UNIVERSITY OF TECHNOLOGY,merged_all,1
SHAHID BEHESHTI UNIVERSITY,merged_all,1
TENCENT,merged_all,1
INDIAN INSTITUTE OF TECHNOLOGY BHU VARANASI (IIT BHU VARANASI),merged_all,1
"SHENZHEN RESEARCH INSTITUTE, CITY UNIVERSITY OF HONG KONG",merged_all,1
UNIVERSITES DE STRASBOURG ETABLISSEMENTS ASSOCIES,merged_all,1
NATIONAL INSTITUTE OF TECHNOLOGY PATNA,merged_all,1
KING KHALID UNIVERSITY,merged_all,1
UNIVERSITY OF IDAHO,merged_all,1
UNIVERSITY OF TENNESSEE KNOXVILLE,merged_all,1
UPPSALA UNIVERSITY,merged_all,1
LAVAL UNIVERSITY,merged_all,1
CHUNG ANG UNIVERSITY,merged_all,1
ZHEJIANG LABORATORY,merged_all,1
VRIJE UNIVERSITEIT BRUSSEL,merged_all,1
UNIVERSIDADE DE COIMBRA,merged_all,1
TIANJIN UNIVERSITY OF TECHNOLOGY,merged_all,1
UNIVERSITY OF AIZU,merged_all,1
TELECOM SUDPARIS,merged_all,1
FERDOWSI UNIVERSITY MASHHAD,merged_all,1
SRM INSTITUTE OF SCIENCE & TECHNOLOGY CHENNAI,merged_all,1
LUND UNIVERSITY,merged_all,1
UNIVERSITY OF ARKANSAS SYSTEM,merged_all,1
JOHANNES KEPLER UNIVERSITY LINZ,merged_all,1
BASQUE CENTER FOR APPLIED MATHEMATICS (BCAM),merged_all,1
UNIVERSITY OF TURKU,merged_all,1
UNIVERSITY OF FLORENCE,merged_all,1
UNIVERSITY OF SOUTHERN QUEENSLAND,merged_all,1
CZECH TECHNICAL UNIVERSITY PRAGUE,merged_all,1
EDINBURGH NAPIER UNIVERSITY,merged_all,1
ECOLE POLYTECHNIQUE,merged_all,1
"INSTITUTE OF SOFTWARE, CAS",merged_all,1
NORTHWEST UNIVERSITY XI'AN,merged_all,1
UNIVERSITY OF ROME TOR VERGATA,merged_all,1
MISSISSIPPI STATE UNIVERSITY,merged_all,1
NATIONAL INSTITUTE OF INFORMATICS (NII) - JAPAN,merged_all,1
ZHENGZHOU UNIVERSITY OF LIGHT INDUSTRY,merged_all,1
LAWRENCE BERKELEY NATIONAL LABORATORY,merged_all,1
UNIVERSITY OF SHERBROOKE,merged_all,1
DURHAM UNIVERSITY,merged_all,1
EAST CHINA JIAOTONG UNIVERSITY,merged_all,1
K. N. TOOSI UNIVERSITY OF TECHNOLOGY,merged_all,1
INSTITUTO POLITECNICO NACIONAL - MEXICO,merged_all,1
UNIVERSITY OF STRATHCLYDE,merged_all,1
PRINCE SULTAN UNIVERSITY,merged_all,1
CEA,merged_all,1
UNIVERSITE FEDERALE TOULOUSE MIDI-PYRENEES (COMUE),merged_all,1
UNIVERSITY OF CHICAGO,merged_all,1
UNIVERSITY OF GENOA,merged_all,1
UNIVERSITY OF BERGEN,merged_all,1
UNIVERSITY OF OKLAHOMA - NORMAN,merged_all,1
NANJING AGRICULTURAL UNIVERSITY,merged_all,1
GEORGE WASHINGTON UNIVERSITY,merged_all,1
NETAJI SUBHAS UNIVERSITY OF TECHNOLOGY,merged_all,1
INDIAN INSTITUTE OF TECHNOLOGY (IIT) - INDORE,merged_all,1
SHIRAZ UNIVERSITY OF TECHNOLOGY,merged_all,1
TELECOM PARIS,merged_all,1
GUIZHOU UNIVERSITY,merged_all,1
RUPRECHT KARLS UNIVERSITY HEIDELBERG,merged_all,1
SHIRAZ UNIVERSITY,merged_all,1
SHAHID BAHONAR UNIVERSITY OF KERMAN (SBUK),merged_all,1
HAINAN UNIVERSITY,merged_all,1
FUJIAN UNIVERSITY OF TECHNOLOGY,merged_all,1
UNIVERSITY OF MIAMI,merged_all,1
JIANGSU UNIVERSITY OF SCIENCE & TECHNOLOGY,merged_all,1
JORDAN UNIVERSITY OF SCIENCE & TECHNOLOGY,merged_all,1
LIVERPOOL JOHN MOORES UNIVERSITY,merged_all,1
HEC MONTREAL,merged_all,1
KYUSHU UNIVERSITY,merged_all,1
FIRAT UNIVERSITY,merged_all,1
NATIONAL INSTITUTE OF TECHNOLOGY ROURKELA,merged_all,1
ISFAHAN UNIVERSITY OF TECHNOLOGY,merged_all,1
UNIVERSITY OF NEW MEXICO,merged_all,1
UNIVERSITY OF ARKANSAS FAYETTEVILLE,merged_all,1
UNIVERSITE GUSTAVE-EIFFEL,merged_all,1
PUSAN NATIONAL UNIVERSITY,merged_all,1
UNIV BOURGOGNE FRANCHE-COMTE COMUE,merged_all,1
AL-BALQA APPLIED UNIVERSITY,merged_all,1
NANTES UNIVERSITE,merged_all,1
UMM AL-QURA UNIVERSITY,merged_all,1
SAMSUNG ELECTRONICS,merged_all,1
UNIVERSITY OF SHARJAH,merged_all,1
INDIAN INSTITUTE OF SCIENCE (IISC) - BANGALORE,merged_all,1
OAK RIDGE NATIONAL LABORATORY,merged_all,1
POMPEU FABRA UNIVERSITY,merged_all,1
UNIVERSITY OF CAGLIARI,merged_all,1
ADOBE SYSTEMS INC.,merged_all,1
ERASMUS UNIVERSITY ROTTERDAM,merged_all,1
NANJING FORESTRY UNIVERSITY,merged_all,1
UNIVERSITY OF MILANO-BICOCCA,merged_all,1
UNIVERSITY OF REGINA,merged_all,1
ENSTA PARIS,merged_all,1
CURTIN UNIVERSITY,merged_all,1
QINGDAO UNIVERSITY OF SCIENCE & TECHNOLOGY,merged_all,1
CITY UNIVERSITY OF NEW YORK (CUNY) SYSTEM,merged_all,1
UNIVERSITY OF VIENNA,merged_all,1
CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS (CONICET),merged_all,1
ILLINOIS INSTITUTE OF TECHNOLOGY,merged_all,1
UNIVERSITE DE MONTPELLIER,merged_all,1
UNIVERSITY OF PATRAS,merged_all,1
SANDIA NATIONAL LABORATORIES,merged_all,1
UNIVERSITY OF NORTH TEXAS DENTON,merged_all,1
UNIVERSITY OF NORTH TEXAS SYSTEM,merged_all,1
MURORAN INSTITUTE OF TECHNOLOGY,merged_all,1
MAASTRICHT UNIVERSITY,merged_all,1
INDIAN INSTITUTE OF MANAGEMENT (IIM SYSTEM),merged_all,1
UNIVERSITY OF RHODE ISLAND,merged_all,1
UNIVERSITE CLAUDE BERNARD LYON 1,merged_all,1
MIDDLESEX UNIVERSITY,merged_all,1
DONGGUAN UNIVERSITY OF TECHNOLOGY,merged_all,1
SHANTOU UNIVERSITY,merged_all,1
ANHUI UNIVERSITY OF TECHNOLOGY,merged_all,1
VIT CHENNAI,merged_all,1
AUTONOMOUS UNIVERSITY OF BARCELONA,merged_all,1
UNITED STATES DEPARTMENT OF AGRICULTURE (USDA),merged_all,1
SICHUAN NORMAL UNIVERSITY,merged_all,1
INSTITUTE OF SCIENCE TOKYO,merged_all,1
MINIST AGR & RURAL AFFAIRS,merged_all,1
UNIVERSITY OF CYPRUS,merged_all,1
UNIVERSIDADE NOVA DE LISBOA,merged_all,1
AGH UNIVERSITY OF KRAKOW,merged_all,1
UNIVERSITY OF PUNJAB,merged_all,1
INCEPT INST ARTIFICIAL INTELLIGENCE,merged_all,1
BAIDU,merged_all,1
SHAOXING UNIVERSITY,merged_all,1
TIANGONG UNIVERSITY,merged_all,1
LOVELY PROFESSIONAL UNIVERSITY,merged_all,1
GERMAN AEROSPACE CENTRE (DLR),merged_all,1
HUZHOU UNIVERSITY,merged_all,1
UNIVERSITY OF NEW BRUNSWICK,merged_all,1
SOUTHERN MEDICAL UNIVERSITY - CHINA,merged_all,1
SKOLKOVO INSTITUTE OF SCIENCE & TECHNOLOGY,merged_all,1
UNIVERSITY OF CONNECTICUT,merged_all,1
TECNALIA,merged_all,1
INHA UNIVERSITY,merged_all,1
UNIVERSITI PUTRA MALAYSIA,merged_all,1
CHAUDHARY CHARAN SINGH UNIVERSITY,merged_all,1
UNIVERSIDADE DA CORUNA,merged_all,1
PICARDIE UNIV,merged_all,1
YUAN ZE UNIVERSITY,merged_all,1
UNIVERSIDADE FORTALEZA,merged_all,1
NVIDIA CORPORATION,merged_all,1
CHONGQING JIAOTONG UNIVERSITY,merged_all,1
UNIVERSITY OF PETROLEUM & ENERGY STUDIES (UPES),merged_all,1
NORTHEAST NORMAL UNIVERSITY - CHINA,merged_all,1
EMBRY-RIDDLE AERONAUTICAL UNIVERSITY,merged_all,1
UTAH STATE UNIVERSITY,merged_all,1
NATIONAL INSTITUTE OF TECHNOLOGY HAMIRPUR,merged_all,1
AMMAN ARAB UNIV,merged_all,1
AUTONOMOUS UNIVERSITY OF MADRID,merged_all,1
SIMULA RES LAB,merged_all,1
CHANG'AN UNIVERSITY,merged_all,1
UNIVERSITY OF MILAN,merged_all,1
NORTH DAKOTA STATE UNIVERSITY FARGO,merged_all,1
PRINCESS NOURAH BINT ABDULRAHMAN UNIVERSITY,merged_all,1
SYRACUSE UNIVERSITY,merged_all,1
CENTRAL SOUTH UNIVERSITY OF FORESTRY & TECHNOLOGY,merged_all,1
INDIAN INSTITUTE OF TECHNOLOGY (IIT) - BOMBAY,merged_all,1
UNIVERSITY OF ZARAGOZA,merged_all,1
PURDUE UNIVERSITY IN INDIANAPOLIS,merged_all,1
HENAN UNIVERSITY OF SCIENCE & TECHNOLOGY,merged_all,1
UNIVERSITY OF HAMBURG,merged_all,1
TOKYO INSTITUTE OF TECHNOLOGY,merged_all,1
HEILONGJIANG UNIVERSITY,merged_all,1
HO CHI MINH CITY UNIVERSITY OF TECHNOLOGY (HUTECH),merged_all,1
UNIVERSITY OF BARCELONA,merged_all,1
FRAUNHOFER GERMANY,merged_all,1
XIHUA UNIVERSITY,merged_all,1
RENSSELAER POLYTECHNIC INSTITUTE,merged_all,1
EURECOM,merged_all,1
ITMO UNIVERSITY,merged_all,1
UNIVERSITY OF CALIFORNIA SANTA BARBARA,merged_all,1
UNIVERSITY OF JOHANNESBURG,merged_all,1
COLORADO STATE UNIVERSITY SYSTEM,merged_all,1
BRANDON UNIVERSITY,merged_all,1
HUBEI UNIVERSITY OF TECHNOLOGY,merged_all,1
WENZHOU MEDICAL UNIVERSITY,merged_all,1
COLORADO STATE UNIVERSITY FORT COLLINS,merged_all,1
ISTITUTO DI SCIENZA E TECNOLOGIE DELL'INFORMAZIONE ALESSANDRO FAEDO (ISTI-CNR),merged_all,1
WARSAW UNIVERSITY OF TECHNOLOGY,merged_all,1
UNIVERSITY OF JINAN,merged_all,1
UNIVERSIDADE FEDERAL DE PERNAMBUCO,merged_all,1
GWANGJU INSTITUTE OF SCIENCE & TECHNOLOGY (GIST),merged_all,1
FORDHAM UNIVERSITY,merged_all,1
NATIONAL INSTITUTE OF TECHNOLOGY TIRUCHIRAPPALLI,merged_all,1
INDIAN INSTITUTE OF TECHNOLOGY (IIT) - GUWAHATI,merged_all,1
AIR FORCE ENGINEERING UNIVERSITY,merged_all,1
CHINA THREE GORGES UNIVERSITY,merged_all,1
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,merged_all,1
NATIONAL INSTITUTE OF TECHNOLOGY RAIPUR,merged_all,1
CRANFIELD UNIVERSITY,merged_all,1
UNIVERSITY OF TURIN,merged_all,1
UNIVERSITY OF WEST ENGLAND,merged_all,1
KOC UNIVERSITY,merged_all,1
DORTMUND UNIVERSITY OF TECHNOLOGY,merged_all,1
UNIVERSIDAD DE CASTILLA-LA MANCHA,merged_all,1
GRIFFITH UNIVERSITY - GOLD COAST CAMPUS,merged_all,1
ALAN TURING INSTITUTE,merged_all,1
UNIVERSITY OF PAVIA,merged_all,1
UNIVERSITY OF KWAZULU NATAL,merged_all,1
NANJING UNIVERSITY OF FINANCE & ECONOMICS,merged_all,1
ROCKET FORCE UNIVERSITY OF ENGINEERING,merged_all,1
CHINESE ACADEMY OF AGRICULTURAL SCIENCES,merged_all,1
AJOU UNIVERSITY,merged_all,1
UNIVERSITY OF SALAMANCA,merged_all,1
UNIVERSITY OF DUISBURG ESSEN,merged_all,1
ARGONNE NATIONAL LABORATORY,merged_all,1
COMPLUTENSE UNIVERSITY OF MADRID,merged_all,1
HUBEI MINZU UNIVERSITY,merged_all,1
UNIVERSITY OF CINCINNATI,merged_all,1
STATE GRID CORPORATION OF CHINA,merged_all,1
WESTERN MICHIGAN UNIVERSITY,merged_all,1
UNIVERSITY OF INNSBRUCK,merged_all,1
UNIVERSITY OF ELECTRO-COMMUNICATIONS - JAPAN,merged_all,1
CASE WESTERN RESERVE UNIVERSITY,merged_all,1
SOUTH CENTRAL MINZU UNIVERSITY,merged_all,1
UNIVERSITY OF CASSINO,merged_all,1
"JAWAHARLAL NEHRU UNIVERSITY, NEW DELHI",merged_all,1
UNIVERSITY OF ALABAMA TUSCALOOSA,merged_all,1
ULSTER UNIVERSITY,merged_all,1
LAKEHEAD UNIVERSITY,merged_all,1
COVENTRY UNIVERSITY,merged_all,1
VIRGINIA COMMONWEALTH UNIVERSITY,merged_all,1
CNRS - NATIONAL INSTITUTE FOR MATHEMATICAL SCIENCES (INSMI),merged_all,1
UNIVERSITY OF OVIEDO,merged_all,1
BOSTON UNIVERSITY,merged_all,1
FENG CHIA UNIVERSITY,merged_all,1
SEOUL NATIONAL UNIVERSITY OF SCIENCE & TECHNOLOGY,merged_all,1
BEIJING INFORMATION SCIENCE & TECHNOLOGY UNIVERSITY,merged_all,1
BLEKINGE INSTITUTE TECHNOLOGY,merged_all,1
BABOL NOSHIRVANI UNIVERSITY OF TECHNOLOGY,merged_all,1
POLITECNICO DI BARI,merged_all,1
BOGAZICI UNIVERSITY,merged_all,1
A*STAR - INSTITUTE OF HIGH PERFORMANCE COMPUTING (IHPC),merged_all,1
UNIVERSIDADE FEDERAL DO CEARA,merged_all,1
JIANGSU NORMAL UNIVERSITY,merged_all,1
FREE UNIVERSITY OF BERLIN,merged_all,1
UNIVERSITY OF LUBECK,merged_all,1
ACADEMIA SINICA - TAIWAN,merged_all,1
UNIVERSITY OF MURCIA,merged_all,1
NATIONAL BUREAU OF ECONOMIC RESEARCH,merged_all,5
UNIVERSITY OF CALIFORNIA SYSTEM,merged_all,5
UNIVERSITY OF LONDON,merged_all,5
HARVARD UNIVERSITY,merged_all,5
UNIVERSITY SYSTEM OF OHIO,merged_all,5
STATE UNIVERSITY SYSTEM OF FLORIDA,merged_all,5
STANFORD UNIVERSITY,merged_all,5
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),merged_all,5
UNIVERSITY SYSTEM OF GEORGIA,merged_all,5
UNIVERSITY OF CHICAGO,merged_all,5
PENNSYLVANIA COMMONWEALTH SYSTEM OF HIGHER EDUCATION (PCSHE),merged_all,5
UNIVERSITY OF TEXAS SYSTEM,merged_all,5
UNIVERSITY OF CALIFORNIA BERKELEY,merged_all,5
FEDERAL RESERVE SYSTEM - USA,merged_all,5
UNIVERSITY OF PENNSYLVANIA,merged_all,1
LEIBNIZ ASSOCIATION,merged_all,5
LONDON SCHOOL ECONOMICS & POLITICAL SCIENCE,merged_all,5
COLUMBIA UNIVERSITY,merged_all,1
CENTRE FOR ECONOMIC POLICY RESEARCH - UK,merged_all,1
UNIVERSITY OF NORTH CAROLINA,merged_all,1
NEW YORK UNIVERSITY,merged_all,1
MONASH UNIVERSITY,merged_all,1
ERASMUS UNIVERSITY ROTTERDAM,merged_all,1
NORTHWESTERN UNIVERSITY,merged_all,1
ERASMUS UNIVERSITY ROTTERDAM - EXCL ERASMUS MC,merged_all,1
UNIVERSITY OF OXFORD,merged_all,1
IZA INSTITUTE LABOR ECONOMICS,merged_all,1
UNIVERSITY OF MICHIGAN SYSTEM,merged_all,1
INDIANA UNIVERSITY SYSTEM,merged_all,1
UNIVERSITY OF MICHIGAN,merged_all,1
CENTER FOR ECONOMIC & POLICY RESEARCH (CEPR),merged_all,1
UNIVERSITY OF CAMBRIDGE,merged_all,1
NATIONAL UNIVERSITY OF SINGAPORE,merged_all,1
